short_code,Colorfulness_Picture,Saturation_Picture,Contrast_Picture,Clarity_Picture,Brightness_Picture,Warm Hue_Picture,ROT_Picture,Diagonal_dominance_Picture,Physical_ver_Picture,Physical_Hor_Picture,Color_balance_vertical_Picture,Color_balance_horizontal_Picture,Texture_difference_Picture,Size_difference_Picture,Color_difference_Picture,Depth of field_hue_Picture,Depth of field_saturation_Picture,Depth of field_value_Picture
1218.0,39.0,19.27,41.98,1.0,225.91,0.83,103.39675473093381,36.76955262170047,39.0,91.0,55.13,31.52,0.09003205679450499,0.45643125,63.10152191416052,0.49832465958508604,0.6127049180327874,0.1203453858607655
1219.0,43.0,132.11,47.24,1.0,97.97,0.95,149.4987922656531,34.64823227814083,6.0,55.0,101.19,60.73,0.1395354432273285,0.20113125,104.15809415404257,0.01906577693040996,0.03235014272121874,0.08266533066132303
1220.0,75.0,165.07,53.63,1.0,127.69,0.98,148.34269633371088,22.62741699796952,221.0,253.0,118.06,87.2,0.012970786287407554,0.159475,67.68940255973189,0.6774193548387099,0.07482014388489161,0.4608294930875505
1221.0,87.0,214.99,35.92,1.0,101.7,0.85,121.26783946656629,103.94469683442247,251.0,104.0,75.86,29.66,0.08768694653796999,0.20823125,95.02131122154618,0.010281975385574085,0.010599178022928724,0.15437073775573573
1222.0,18.0,18.04,78.36,1.0,215.54,0.91,122.77621919573839,50.91168824543142,137.0,65.0,75.32,84.04,0.1202879078526497,0.26537379972565156,172.80349814504564,0.573796548592189,0.2597328244274812,0.14615384615384558
1224.0,33.0,90.44,61.54,0.99,70.48,0.62,140.1606221447379,85.55992052357225,162.0,41.0,149.02,83.13,0.1542678232245285,0.6422119341563786,113.53271929149754,0.8550362409397653,0.9444652066671649,0.1714659685863857
1225.0,76.0,64.72,54.28,1.0,159.95,0.71,44.46846573072252,6.596602443262829,139.0,153.0,138.19,35.31,0.13197340936804675,0.40016287798314565,136.2860261961048,0.003445447087776952,8.053846153846287,1.4776785714285492
1227.0,16.0,31.26,58.95,1.0,104.43,0.47,139.2838827718412,56.5685424949238,50.0,130.0,126.0,97.47,0.1206882739853124,0.367019890260631,15.40967039574925,0.14848135026471865,0.17162224618702804,0.14784992290560237
1228.0,8.0,19.02,70.87,1.0,130.05,0.46,50.44799302251776,4.949747468305832,141.0,148.0,175.76,56.76,0.07963018682556455,0.29213648834019207,101.6124100755751,0.1868834346144739,0.6471048513302031,0.04587973273942142
1229.0,38.0,41.9,64.88,1.0,121.8,0.47,18.027756377319946,17.677669529663685,165.0,190.0,173.99,63.97,0.1430756912704136,0.2354286694101509,30.0596157012795,0.13863252307292326,0.11421210820094399,0.2229465449804401
1230.0,16.0,23.96,65.41,1.0,113.51,0.48,60.13318551349163,39.597979746446654,120.0,176.0,151.94,88.34,0.12231801513832125,0.3314471879286694,30.162802096466958,1.1434892541087232,0.8901569186875914,0.7945945945945888
1231.0,20.0,23.05,65.1,1.0,108.95,0.34,83.54639429682169,46.66904755831213,164.0,98.0,150.04,70.99,0.12160295513196383,0.24073731138545953,12.860555494531301,1.4000951474785914,0.020731707317073435,1.9380530973451853
1232.0,14.0,20.74,65.84,1.0,124.03,0.31,72.24956747275377,55.154328932550705,186.0,108.0,150.06,79.53,0.09993406152060653,0.23401920438957477,27.862061556236135,0.20907759882869695,0.067173637515842,0.2442598925256465
1233.0,23.0,31.58,63.51,1.0,124.91,0.55,4.47213595499958,1.414213562373095,176.0,178.0,150.5,76.86,0.13249819246570782,0.3009705075445816,30.882188793185236,1.0747115742463713,0.2309958750736595,0.010465116279065927
1234.0,43.0,52.06,71.77,1.0,144.76,0.55,140.91131963046828,25.45584412271571,64.0,100.0,168.41,110.43,0.12268838830786978,0.39803497942386834,66.37918009287034,0.2854698905109488,0.28008118295157985,0.34407216494845205
1236.0,40.0,40.86,55.06,1.0,85.0,0.2,216.06583358884959,35.72804829637158,54.5,4.0,105.26,100.5,0.13561262533774757,0.33271604938271604,101.2839107150193,0.3882266833960684,12.73214285714336,0.006925207756233627
1237.0,55.0,101.86,19.74,1.0,132.11,0.87,161.37774870711814,59.09171848255122,115.5,32.0,59.86,26.2,0.15073983766693583,0.036930727023319614,52.71863576467959,0.027942421676545218,0.22644628099173061,0.37209302325587773
1238.0,38.0,43.7,50.11,1.0,93.65,0.33,44.384682042344295,22.627416997969522,169.0,137.0,110.52,85.44,0.10960163926294123,0.3538237311385459,84.26485671551106,0.23742871954380512,26.999999999999616,2.6438799470143124e-15
1239.0,14.0,28.53,70.96,1.0,118.84,0.35,111.79196949890654,111.49097822639561,264.5,107.0,159.79,52.85,0.09582281336501014,0.4003155006858711,50.01500314133222,1.5954865323950491,0.20819563780568376,10.09722222222346
1240.0,25.0,38.01,56.61,1.0,81.68,0.42,124.63145670335399,14.849242404917497,103.0,82.0,86.16,79.87,0.10229991770960079,0.3111625514403292,92.2789973378955,0.06522038567493123,0.27658745617452307,0.3070469798657726
1241.0,17.0,21.21,46.93,1.0,141.88,0.26,193.87109119205988,52.32590180780452,11.0,85.0,116.61,22.4,0.0797633243748912,0.2957201646090535,131.41738618173073,28.369685767097312,0.01855848079412999,0.30900621118012406
1242.0,46.0,60.54,43.55,1.0,107.0,0.12,126.15070352558483,8.48528137423857,97.0,85.0,107.15,94.33,0.13464320296395843,0.7359053497942387,75.92819688081742,0.4516079749446186,0.2645107794361528,0.06760019314340902
1243.0,9.0,18.97,61.89,1.0,112.67,0.44,77.4919350642375,33.23401871576774,107.0,154.0,164.16,72.22,0.177958712643558,0.5534259259259259,91.89071137377624,0.20295536791314922,0.2172096908939014,0.008992805755396247
1244.0,21.0,27.45,53.52,1.0,145.16,0.57,147.33974345029924,111.01576464628795,33.0,190.0,100.8,114.81,0.09221209756303138,0.5286145404663923,54.76263290237463,0.19840440687624655,0.028571428571429518,33.555555555571914
1245.0,27.0,44.59,60.02,1.0,91.77,0.45,131.40015220691336,18.384776310850235,75.0,101.0,113.61,106.64,0.1400544398037173,0.699156378600823,86.36771324130868,0.16574469574959758,0.14707568807339474,0.8846719623418665
1247.0,23.0,32.58,64.82,1.0,125.91,0.43,177.22584461641028,143.54267658086914,5.0,208.0,139.84,111.0,0.09044093034012747,0.5621879286694101,9.487466132530889,0.3391623065946672,2.397489539748946,0.13319489765648235
1248.0,48.0,105.47,63.4,1.0,122.11,0.07,94.89467845985885,26.162950903902257,134.0,97.0,129.35,127.23,0.03653210680108712,0.8463820301783265,59.43634892131715,0.894975101856044,0.17905468025949944,0.5849056603773821
1249.0,9.0,14.71,75.52,1.0,99.71,0.53,96.04744198109135,24.47001870430392,131.5,97.0,141.84,126.35,0.019584207000723983,0.6971810699588478,25.56982376667228,0.29707955689828813,0.2120136114809885,0.09652628343067943
1250.0,20.0,20.49,70.75,1.0,91.18,0.41,111.40367039634634,22.341165723898964,118.5,87.0,129.55,131.34,0.05927818559638434,0.5848696844993141,12.12697269119168,0.4628517230477394,0.39194065757818775,2.6024844720496936
1251.0,28.0,26.77,65.68,1.0,64.25,0.67,70.2353187506115,20.506096654409877,147.0,118.0,103.11,83.53,0.13028920741627922,0.44135802469135804,112.97429042467415,0.5397465437788015,3.265175718849846,0.0679261303332626
1252.0,22.0,40.01,66.58,1.0,68.82,0.83,60.92618484691127,22.62741699796952,124.0,156.0,102.35,85.65,0.12515476539470782,0.5068689986282578,113.44499328901368,0.004096791484799693,0.46697350416718475,0.37687366167023484
1253.0,45.0,51.79,59.65,1.0,61.7,0.48,237.8293038668233,1.7600701410301507,10.5,13.0,112.65,108.59,0.1339516113296977,0.32655692729766805,103.32897228970046,0.42556798914886407,0.6913163547100339,1.193308550185874
1254.0,14.0,37.38,69.15,1.0,78.32,0.49,166.14752480852673,30.405591591021544,43.0,86.0,126.11,110.24,0.043797867234021376,0.6369238683127572,74.85614087844309,0.056011086730569384,0.08194347926801027,0.049061512729975665
1256.0,20.0,55.19,77.15,1.0,115.25,0.76,100.0,14.14213562373095,120.0,100.0,159.64,117.22,0.038831839480735236,0.43737654320987657,83.08124406528644,2.2234042553191506,0.7225686412551544,0.22881969587255746
1257.0,50.0,128.2,52.88,1.0,45.22,0.27,103.2994568125979,60.53671838248148,163.5,78.0,122.26,69.57,0.051308926150525305,0.31069615912208504,92.96416954756967,0.09193183698229745,0.03052363827734404,0.22684897451833566
1259.0,21.0,35.87,74.48,1.0,124.75,0.55,131.2288078129189,34.64823227814083,66.0,115.0,188.04,101.22,0.14331509036564039,0.5442695473251029,97.32211161338283,0.39239637661268173,2.116745283018872,0.32765432098765435
1260.0,44.0,57.67,53.44,1.0,119.16,0.79,77.78174593052023,77.78174593052022,125.0,235.0,112.0,102.46,0.05421109692840853,0.3722599451303155,26.487329168058185,0.29674959871589107,0.21216730038022846,1.2776998597475442
1261.0,12.0,34.23,80.21,1.0,144.08,0.82,45.84151442136752,35.14692734179281,134.0,184.0,182.51,116.72,0.03419695078805407,0.6930117501546073,13.643122435604898,0.8496999454446263,0.39204715755819747,0.416635995583363
1262.0,59.0,97.81,51.74,1.0,115.79,0.05,161.38463371709216,40.30508652763321,40.5,97.5,120.66,83.26,0.18003483217405522,0.6659941128508451,81.04214800607666,0.15758703162370452,0.11679292929293289,0.17964824120602846
1264.0,102.0,203.25,38.17,1.0,130.26,0.99,93.47192091746055,30.40559159102154,96.0,139.0,91.4,77.42,0.14485814224173565,0.14016803840877914,110.25093515955476,0.14407630522088352,0.2327564584900924,0.9135802469135471
1265.0,106.0,209.85,41.51,1.0,124.11,0.99,105.66193469951439,3.8201447943759663,102.5,108.0,95.26,84.87,0.14781320201337111,0.18693072702331961,122.54308091711484,0.3885714285714275,2.0233644859813342,0.17555147058824022
1266.0,10.0,1.31,33.79,1.0,248.37,0.99,83.93449827097318,72.8319984622144,147.0,44.0,23.11,17.71,0.13310978347501326,0.20612266666666668,44.52569671893483,1.2953125000000003,1.0592801693719127,0.22847682119205343
1267.0,36.0,48.59,63.0,1.0,163.43,0.76,92.65527507918802,2.1213203435596424,116.0,113.0,129.32,108.21,0.033637125979558646,0.30347393689986285,153.26982831280267,0.15223603371910274,0.4605963791267319,0.05166846071044426
1268.0,62.0,104.13,50.6,1.0,84.75,0.35,27.810869178154874,14.355768763971302,173.0,153.0,119.75,65.0,0.05665288196816004,0.5567821067821068,38.813811151155434,0.32997404183844886,0.2605841811617986,0.05487804878049502
1269.0,42.0,57.51,53.43,0.97,86.33,0.69,193.42440383777844,70.00357133746822,102.0,3.0,102.33,93.13,0.09082420638893514,0.2697668038408779,49.08651841973595,0.41320512103762513,0.12946175637393786,0.9086181277860383
1270.0,43.0,42.86,85.14,1.0,185.19,0.59,150.74813431681335,36.062445840513924,102.0,51.0,219.39,16.2,0.09930677284981511,0.36482167352537725,205.3650692249746,0.43861026597310826,0.7492964352720453,0.8454545454545415
1271.0,33.0,25.92,66.99,1.0,217.51,0.86,207.32824216685964,7.778174593052022,39.0,28.0,144.82,17.47,0.1269461852373011,0.36363854595336076,194.08115278965496,0.5425710637725957,0.14632689627712542,0.007897334649558014
1272.0,0.0,0.0,44.08,1.0,69.59,1.0,164.6605936801854,163.5861992158195,48.5,280.0,60.52,60.66,0.16249702345794992,0.2976484362877174,93.68361461924266,,,0.08128078817734258
1273.0,27.0,22.29,79.49,1.0,207.8,0.75,170.55204484262273,16.97056274847714,72.0,48.0,164.32,61.66,0.18009374014265234,0.3800034293552812,193.08209913523055,0.782734190501182,0.6119549240568346,1.5531914893617478
1274.0,14.0,3.72,70.76,1.0,223.22,0.96,148.11144452742334,30.405591591021544,99.0,56.0,96.17,81.39,0.12163492464953078,0.2372530864197531,231.9371168694191,0.12132304876454444,1.3754448398576489,0.7465357967667442
1275.0,37.0,24.31,76.43,1.0,214.48,0.82,224.96444163467257,19.091883092036785,35.0,8.0,144.78,69.92,0.14699293407607802,0.27044924554183813,253.74372284644505,0.16842661034846926,0.7897435897435905,0.3037156704361878
1276.0,15.0,7.45,68.12,0.99,229.48,0.89,96.34429003434619,86.26702730475878,258.0,136.0,75.15,74.66,0.084324023286722,0.289716,92.20899625314948,1.0284131952805198,0.3604994486144214,2.98220640569395
1277.0,75.0,45.56,94.76,0.99,178.04,0.56,139.97817290166668,115.25840533340724,192.0,29.0,214.57,116.75,0.08122047290031367,0.31296,26.462715990096967,0.28872211799041075,0.7026461069864834,0.19270833333333295
1278.0,20.0,6.87,81.04,0.99,216.77,0.89,137.17466562339015,11.31370849898476,62.0,78.0,120.36,91.93,0.08411680535974643,0.338908,158.5658714038973,0.027732463295268673,0.43484848484848493,0.5006857456340862
1279.0,14.0,6.94,75.0,1.0,200.0,0.9,155.5538491969903,38.89087296526011,46.0,101.0,135.66,68.13,0.08905901281439535,0.29507201646090536,88.32029872273564,1.5934256055363316,1.2399999999999995,2.8189655172414056
1280.0,13.0,53.78,45.77,0.78,29.69,0.67,244.6752950340512,2.82842712474619,9.0,5.0,71.38,63.01,0.16484657269210534,0.13650548696844994,138.49635100430646,3.931830381105738,0.20567776960922926,0.24853801169590314
1281.0,28.0,55.49,70.62,1.0,129.04,0.9,116.36150566231085,32.526911934581186,124.0,78.0,171.37,169.97,0.08654354892544891,0.32247256515775036,18.72100205849818,2.8636363636364077,1.286343612334814,0.6058201058201044
1282.0,35.0,62.26,79.13,1.0,137.83,0.84,128.42507543311004,10.606601717798211,97.0,82.0,148.85,101.64,0.0629889545074465,0.37984567901234567,67.45938270303824,2.8446745562130142,0.3852867830423952,0.7272727272727285
1283.0,34.0,69.62,65.34,1.0,116.26,0.79,31.827660925679098,31.819805153394636,203.0,158.0,132.06,135.25,0.06700851598018838,0.5311762688614541,10.174641829083725,0.2932890065926636,10.877492877492829,0.4540358744394635
1285.0,45.0,166.68,27.31,1.0,20.14,0.1,179.91386828146406,19.091883092036785,67.0,40.0,61.25,48.64,0.1609179139759695,0.26483539094650205,45.64677523242052,0.559373756136394,0.2932946145723336,0.2565991405770399
1286.0,72.0,118.36,64.53,1.0,78.18,0.79,77.0,54.447222151364166,180.0,103.0,144.61,133.16,0.10250945018734009,0.3998079561042524,72.59556334011496,0.23717087860660083,0.32514044943820236,0.382775119617229
1287.0,95.0,189.33,65.45,1.0,88.93,0.05,179.60512242138307,0.0,53.0,53.0,144.75,139.29,0.11623077427042251,0.6242146776406036,40.72847409080516,0.16195202646815574,0.253490281960034,0.11119056131569616
1288.0,122.0,168.52,68.46,1.0,102.35,0.16,162.2374802565671,99.70205614730321,19.0,160.0,192.66,152.24,0.12219779365496813,0.3946502057613169,63.17786322400841,1.0973472288015154,0.0938144329896938,4.875000000000352
1289.0,59.0,111.92,58.45,1.0,77.78,0.17,143.1925665358056,83.72811523516997,38.5,157.0,153.42,105.99,0.11636504004741981,0.5517592592592593,49.32383582793727,0.005486104865545708,0.32222860425042893,0.956521739130286
1290.0,86.0,150.17,80.21,1.0,126.22,0.07,220.8008152158864,31.81980515339464,48.0,3.0,227.0,138.49,0.14120034458750977,0.5158058984910837,81.63895050867696,0.4673642252117582,1.5220077220077122,0.606060606060602
1291.0,0.0,0.0,82.77,1.0,104.82,1.0,127.00393694685216,89.095454429505,179.0,53.0,208.62,166.95,0.1224413046646938,0.3001474622770919,54.8790559678259,,,0.656419529837246
1293.0,18.0,26.97,50.75,1.0,80.06,0.41,49.51767361255979,1.414213562373095,146.0,144.0,93.29,80.91,0.004664329039522491,0.24724279835390947,76.99369447638065,0.09148532641245757,38.21568627450979,0.3311372099684897
1294.0,25.0,42.78,53.72,1.0,99.34,0.52,82.46211251235322,30.8998555635864,147.0,104.0,124.37,89.02,0.09780424812832644,0.40164494103041587,16.661445835774625,0.05520786767992831,0.10848806366047731,0.03881578947368572
1295.0,21.0,54.31,65.82,1.0,87.59,0.63,144.12841496387864,114.08995625096738,36.0,198.0,121.71,101.02,0.12210557023620869,0.3238844058210911,41.20737410719108,0.44692817998269385,0.2795936395759716,0.1883910386965375
1296.0,34.0,92.36,56.3,1.0,49.73,0.04,108.2450922675019,108.18733752154176,254.0,101.0,89.9,68.17,0.008673847008846075,0.12035665294924554,212.7051253467287,0.1724137931034465,0.2335991767429903,0.15872057936029124
1297.0,58.0,148.54,33.08,1.0,66.93,0.01,3.605551275463989,0.7071067811865475,183.0,182.0,85.38,82.26,0.12860878198807787,0.35424897119341564,28.641479876404603,1.5841121495327712,1.000469043151969,11.315789473682809
1298.0,25.0,38.25,53.42,1.0,67.51,0.62,151.34728276384746,2.82842712474619,75.0,71.0,97.73,94.21,0.0941491374926341,0.37108024691358027,110.0134874168845,0.4917644270648182,0.48669560294395203,0.1379676306712652
1299.0,0.0,0.0,51.4,1.0,216.89,1.0,155.4581043954358,6.363961030678928,19.0,28.0,91.65,12.56,0.13887194545689652,0.4238375,126.12326251541103,,,1.3366960907944538
1300.0,31.0,57.63,81.0,1.0,104.37,0.48,138.10503249338888,137.88582233137674,272.0,77.0,187.92,90.2,0.06690639504807727,0.3691872427983539,38.176400098268914,0.10493765586034871,0.6289846517119233,0.07910042652190648
1302.0,47.0,125.19,80.35,1.0,102.14,0.43,34.132096331752024,26.162950903902257,146.0,183.0,180.88,167.09,0.09138934693935802,0.45151234567901233,42.526998263593754,3.30563798219587,6.82636248415709,0.9170199878861279
1304.0,22.0,81.87,61.43,1.0,85.67,0.87,125.14391715141412,84.14570696119915,174.0,55.0,96.78,75.45,0.10112189787980153,0.3061008230452675,128.7814473016772,0.639416658108247,2.2158647594278253,0.021652231845435056
1305.0,14.0,6.94,75.37,1.0,199.64,0.9,161.0496817755316,67.175144212722,29.0,124.0,137.36,69.93,0.08778551365088394,0.28372427983539095,69.74522336730442,1.5934256055363316,1.2399999999999995,1.6683673469387588
1306.0,13.0,53.78,45.77,0.78,29.69,0.67,244.6752950340512,2.82842712474619,9.0,5.0,71.38,63.01,0.16484657269210534,0.13650548696844994,138.49635100430646,3.931830381105738,0.20567776960922926,0.24853801169590314
1307.0,27.0,10.21,68.39,0.99,217.2,0.71,138.13399291991817,135.05739520663056,255.0,64.0,91.95,65.98,0.11443304381893339,0.45510631001371743,123.8100497016123,0.30538172715894835,0.011558389796731957,0.08465608465607956
1308.0,36.0,66.69,76.67,1.0,133.44,0.59,164.50227961946302,28.991378028648445,86.0,45.0,150.81,169.16,0.12715851936352007,0.31359053497942385,109.40259974407242,0.7028061224489781,0.3825451749327178,1.4314720812183104
1309.0,30.0,61.88,50.02,1.0,81.53,0.46,154.9322432549145,128.45263771257325,209.0,28.0,108.65,101.38,0.10620905126970681,0.6268190909717911,58.653281222213025,0.13233324403964633,0.9230360934182607,0.22263352723426763
1310.0,37.0,70.1,60.35,1.0,92.63,0.64,76.89603370785778,69.91466554596266,206.0,108.0,116.06,101.71,0.1033251895135921,0.9342058072970549,52.40005074799925,0.7693392425463341,0.36784055727554127,4.2897196261681785
1311.0,100.0,126.99,63.86,0.97,90.44,0.21,53.907327887774215,53.740115370177605,84.0,160.0,149.83,143.53,0.09969333625362058,0.3280497777777778,66.16196235078581,0.6382352941176457,10.233766233766092,0.06198347107437965
1312.0,37.0,87.63,46.08,1.0,47.36,0.48,148.47558721890948,47.37615433949868,47.0,114.0,110.24,49.23,0.11547464374695733,0.26880658436213994,66.1696970983274,0.016046681254558912,0.2308877334873864,0.5073086844367994
1313.0,14.0,6.99,74.98,1.0,200.03,0.9,146.71059948074645,43.840620433565945,50.0,112.0,135.68,68.03,0.08895439601556374,0.2943655692729767,88.25206819632503,0.8618108087031112,1.7659574468085097,1.6326530612245063
1314.0,13.0,53.45,45.73,0.78,29.64,0.68,241.17421089328766,4.949747468305832,13.0,6.0,71.39,62.88,0.16233374533902228,0.1390329218106996,136.3291918023866,3.826233183856501,0.3266061217625297,0.13306451612902792
1315.0,46.0,96.35,61.01,1.0,116.49,0.75,112.16059914247963,26.566627475883045,121.0,84.0,140.71,115.07,0.1308883845059574,0.46439064763087107,60.891907778084466,0.2994561160285807,0.6212374581939791,0.23004477381503813
1316.0,33.0,74.12,80.73,0.97,103.74,0.66,51.62363799656123,47.37615433949868,132.0,199.0,169.07,147.74,0.07074190369585187,0.6005761316872428,43.58118335312292,0.0793950225046333,2.9656943502277335,0.869264069264069
1317.0,42.0,103.74,63.42,1.0,79.61,0.18,55.84601845949073,10.084295158403695,148.0,134.0,121.05,129.48,0.1108972818361324,0.47215007215007215,52.28231081380262,3.697614991482121,0.0642597332614846,0.8309178743961374
1318.0,31.0,63.84,80.48,0.99,118.75,0.42,30.02961501214722,19.047007143290188,48.5,33.0,191.14,98.97,0.049085781370805354,0.8605335718011774,25.922081594173868,0.21213425129087798,1.080085865257596,1.8431703204047167
1319.0,31.0,62.88,81.49,0.99,108.75,0.35,28.1977146434088,14.153971245942126,44.0,35.0,175.45,145.59,0.05260287296315491,0.7328414934048737,73.74282236705136,4.253886010362693,0.41768678767412426,0.18387799564270144
1320.0,7.0,18.35,53.34,1.0,63.79,0.69,109.77249200050075,41.012193308819754,79.0,137.0,94.5,54.16,0.062268514446421785,0.29203360768175585,55.56205481022301,0.665261467429489,0.12699871347178807,0.1497091427944241
1321.0,35.0,61.6,59.67,1.0,90.37,0.43,51.10338105796479,31.112698372208087,93.0,49.0,105.55,117.42,0.03824267377797322,0.5007997673404101,74.40847331641778,2.064386317907449,1.6469565217391349,1.209782608695656
1325.0,35.0,34.85,72.92,1.0,124.83,0.66,158.15182578775372,35.78458540790644,45.0,96.0,175.57,100.93,0.07089437249037142,0.4708186771501483,41.0675858608419,1.0573326341548686,0.08485273492286047,0.4826800364630809
1326.0,33.0,52.03,54.87,1.0,80.4,0.54,183.63550854886427,97.14703442804732,138.0,1.0,110.61,96.19,0.02421296043778559,0.6353748534381681,62.60254592003566,0.4961563624468432,0.09996630349320441,0.31752104055087993
1327.0,63.0,35.47,51.63,1.0,225.03,0.74,145.1990970281075,34.6429652912872,59.5,39.0,86.64,81.65,0.04646550587970401,0.3260835303388495,94.10219549193852,0.002960172228202362,0.7668016194331885,1.0337972166998015
1328.0,5.0,19.06,65.82,1.0,76.27,0.12,49.47726750741192,25.45584412271571,132.0,168.0,109.23,95.03,0.09551477876906708,0.4318792866941015,49.97388474840394,1.7564607971966741,0.01707467599259402,0.036026200873364604
1329.0,34.0,45.03,59.16,1.0,123.65,0.58,79.1012010022604,53.03300858899106,101.0,176.0,140.4,136.75,0.08799786240868883,0.5189540466392318,52.518214384084665,0.7562226391494683,3.7065527065526624,1.7420257414661493
1330.0,22.0,28.27,61.76,1.0,117.25,0.49,127.12198865656563,118.79393923933998,232.0,64.0,121.52,107.65,0.09689192773410382,0.3821776406035665,12.327504124045477,0.020702166257603266,0.2773925104022204,3.037037037037051
1331.0,6.0,17.81,63.43,1.0,89.28,0.21,113.08846094982458,103.82020568311043,137.0,285.0,118.96,84.54,0.05351270409949979,0.22276019035795572,121.2236138539885,0.20575977327665249,0.4487603305785126,38.481203007519895
1332.0,39.0,44.47,52.29,1.0,85.62,0.31,128.75213051095938,16.14614401564535,78.0,101.0,105.05,79.01,0.09859357003420066,0.47318765890194464,66.39385687992903,0.4595153825211001,0.8016129032258072,0.6120218579234965
1333.0,16.0,26.51,50.32,1.0,121.53,0.56,150.23315213360866,9.899494936611664,67.0,81.0,116.82,86.64,0.09047405213717541,0.37897119341563784,33.293527607272544,0.029764036449007197,0.20571428571428585,0.5891238670694827
1334.0,23.0,30.04,61.79,1.0,78.82,0.43,167.5857989210303,37.476659402887016,38.0,91.0,112.23,85.17,0.1188985985602093,0.2027297668038409,84.9029139647298,1.3234024179620032,1.008450704225348,0.10437051532941856
1335.0,21.0,33.17,42.81,1.0,71.97,0.28,114.23659658795863,30.00563485821483,80.0,123.0,68.19,67.44,0.11089749088417292,0.3663528519208221,66.83220542475146,8.12807017543864,2.153631284916194,1.772005152425942
1336.0,37.0,45.8,66.42,1.0,111.45,0.56,146.102703602637,10.907916886227758,84.0,69.0,136.81,125.49,0.12119480694590723,0.7756534933443686,116.64067820915852,0.56493894165536,0.15017404276479354,1.2571839080459883
1337.0,16.0,27.32,85.8,0.99,186.95,0.37,144.7833630712528,83.4386001800126,24.0,142.0,138.66,94.04,0.10723837603043722,0.30798,166.56979731340073,0.3351376430559855,0.017604321907600595,0.3733816675297745
1338.0,40.0,65.91,43.93,1.0,78.91,0.25,110.20889256316842,1.203825417899723,69.5,91.0,84.99,71.1,0.04479199799711117,0.5198248991565824,51.94979886606446,1.021680672268907,0.9481481481481654,0.0017308524448286858
1339.0,10.0,23.74,59.63,1.0,114.23,0.75,147.05441169852742,101.11626970967629,327.0,184.0,120.68,53.79,0.011764629503493551,0.3561831275720165,71.42899446748815,0.6766694843617916,0.10674592918066667,0.12203248646397258
1340.0,31.0,53.53,51.78,1.0,98.16,0.59,30.23243291566195,29.698484809834994,205.0,163.0,113.22,84.57,0.040844397919702236,0.452037037037037,15.766636258444485,3.968435498627636,0.022278803309993107,0.45124999999999726
1341.0,26.0,51.97,62.65,1.0,89.07,0.21,163.6001222493431,105.35891039679557,17.0,166.0,127.5,115.76,0.18190779492666997,0.6920473251028807,94.93799971605796,0.08862079237414344,0.09106341700012116,0.02681818181818327
1342.0,11.0,34.07,59.97,1.0,103.75,0.54,138.28191815595014,38.890872965260115,40.5,95.5,131.14,79.72,0.022583122125831495,0.40768683635624653,34.73503313817015,0.6444327731092434,0.23351700551016538,0.8990703851261509
1343.0,6.0,30.98,64.92,1.0,77.46,0.53,125.2078272313676,3.5355339059327373,74.0,69.0,120.39,77.25,0.02983650826796652,0.17831163194444444,107.19161738423733,0.1613503455608716,0.13885357679417545,0.15580736543909382
1344.0,33.0,38.78,61.73,1.0,132.43,0.52,37.44329045369811,7.071067811865475,149.0,159.0,153.04,74.89,0.005067324217046004,0.2706755829903978,61.534024011561016,8.51076923076925,0.19388398486759167,0.518636847710326
1345.0,36.0,68.57,63.5,1.0,98.24,0.77,16.0312195418814,11.991223908153637,180.0,164.0,139.47,129.23,0.1184063920549888,0.3110042071867025,14.284116543870633,0.06494753219239295,1.0385180829167884,1.6352941176470726
1346.0,19.0,40.07,62.76,1.0,96.19,0.51,188.74321179846442,62.22539674441617,98.0,10.0,128.48,104.99,0.109782330936477,0.3740260631001372,32.80784709422092,1.243051534452808,0.5020969245107177,0.1197819314641743
1347.0,11.0,38.84,72.53,1.0,110.53,0.27,75.12064370804546,69.85029156331214,95.5,244.0,156.38,145.19,0.1161797047228324,0.7059451778511184,114.24436701522582,0.2841426669469553,0.13288934426229512,0.32721943048576174
1348.0,6.0,32.11,60.59,1.0,73.95,0.52,159.84992962150469,36.76955262170047,24.0,76.0,111.76,74.44,0.039560951680377265,0.14057291666666666,119.19779263529254,0.15974076727675368,0.21424129353233848,0.21879483500717387
1349.0,27.0,45.84,52.1,1.0,82.89,0.56,127.56566936288148,81.31727983645295,168.0,53.0,112.62,75.97,0.1279174010114509,0.4574108367626886,112.57648920203253,0.10023663038334107,0.24401114206128172,0.13193403298350614
1350.0,33.0,57.0,55.5,1.0,92.26,0.74,61.032778078668514,54.44722215136415,122.0,199.0,123.01,110.77,0.1422141583736925,0.6311762688614541,48.82708149090563,0.5129030467839503,0.3928571428571439,2.5767790262172023
1351.0,41.0,60.86,52.41,1.0,92.24,0.61,116.29703349613007,38.89087296526011,130.0,75.0,105.73,99.74,0.06164512548652762,0.6705281207133059,72.77420390962499,0.22533757633095378,1.0091074681238652,0.6373314407381139
1352.0,27.0,52.01,49.86,1.0,89.8,0.58,94.03190947758107,19.798989873223327,129.0,101.0,90.88,87.12,0.07765586218365636,0.7715672153635117,45.34837559611363,1.289439981371522,0.0003779289493574614,0.6284916201117194
1353.0,24.0,50.64,55.55,0.99,158.39,0.88,180.26677761337808,35.29931513694805,43.5,7.0,125.06,106.68,0.10527427906832931,0.3246782243236144,47.42852338354708,1.5787037037037055,0.8424725822532383,0.737288135593228
